id,label
993,2
994,3
995,2
996,4
997,1
998,6
999,1
1000,3
1001,1
1002,1
1003,2
1004,3
1005,4
1006,1
1007,4
1008,3
1009,4
1010,5
1011,0
1012,3
1013,6
1014,6
1015,4
1016,5
1017,3
1018,0
1019,1
1020,1
1021,4
1022,2
1023,2
1024,2
1025,3
1026,3
1027,4
1028,3
1029,4
1030,0
1031,0
1032,3
1033,5
1034,4
1035,5
1036,5
1037,5
1038,4
1039,0
1040,3
1041,6
1042,7
1043,0
1044,5
1045,4
1046,5
1047,4
1048,2
1049,0
1050,2
1051,2
1052,4
1053,0
1054,0
1055,4
1056,4
1057,6
1058,0
1059,1
1060,3
1061,4
1062,4
1063,6
1064,2
1065,4
1066,6
1067,1
1068,0
1069,1
1070,1
1071,7
1072,3
1073,3
1074,4
1075,6
1076,1
1077,1
1078,4
1079,4
1080,2
1081,3
1082,1
1083,1
1084,2
1085,0
1086,2
1087,2
1088,1
1089,5
1090,3
1091,5
1092,4
1093,1
1094,4
1095,6
1096,7
1097,3
1098,1
1099,7
1100,5
1101,1
1102,4
1103,4
1104,2
1105,1
1106,0
1107,2
1108,6
1109,1
1110,0
1111,4
1112,5
1113,1
1114,3
1115,6
1116,5
1117,1
1118,3
1119,2
1120,0
1121,7
1122,4
1123,4
1124,3
1125,5
1126,0
1127,3
1128,3
1129,4
1130,5
1131,5
1132,5
1133,3
1134,1
1135,5
1136,4
1137,3
1138,4
1139,2
1140,0
1141,5
1142,3
1143,2
1144,0
1145,4
1146,2
1147,4
1148,7
1149,1
1150,4
1151,6
1152,1
1153,2
1154,2
1155,6
1156,4
1157,5
1158,4
1159,7
1160,2
1161,2
1162,2
1163,0
1164,6
1165,2
1166,6
1167,6
1168,6
1169,5
1170,0
1171,0
1172,2
1173,6
1174,2
1175,6
1176,0
1177,0
1178,6
1179,1
1180,4
1181,7
1182,5
1183,1
1184,4
1185,6
1186,5
1187,5
1188,0
1189,2
1190,7
1191,4
1192,4
1193,4
1194,2
1195,6
1196,3
1197,0
1198,5
1199,7
1200,1
1201,3
1202,4
1203,1
1204,5
1205,5
1206,6
1207,4
1208,1
1209,4
1210,1
1211,5
1212,4
1213,5
1214,7
1215,5
1216,6
1217,1
1218,2
1219,4
1220,2
1221,6
1222,7
1223,1
1224,5
1225,5
1226,6
1227,3
1228,7
1229,2
1230,1
1231,7
1232,4
1233,3
1234,0
1235,1
1236,0
1237,0
1238,4
1239,5
1240,0
1241,5
1242,3
1243,1
1244,7
1245,0
1246,2
1247,6
1248,6
1249,2
1250,3
1251,1
1252,4
1253,1
1254,0
1255,7
1256,0
1257,7
1258,4
1259,0
1260,1
1261,0
1262,1
1263,3
1264,1
1265,2
1266,4
1267,2
1268,7
1269,1
1270,4
1271,2
1272,2
1273,1
1274,1
1275,0
1276,0
1277,4
1278,3
1279,0
1280,3
1281,1
1282,3
1283,0
1284,1
1285,5
1286,4
1287,1
1288,0
1289,4
1290,6
1291,2
1292,1
1293,7
1294,0
1295,6
1296,1
1297,1
1298,0
1299,3
1300,4
1301,5
1302,1
1303,5
1304,4
1305,3
1306,1
1307,6
1308,5
1309,4
1310,7
1311,1
1312,2
1313,2
1314,4
1315,4
1316,5
1317,5
1318,4
1319,1
1320,5
1321,5
1322,6
1323,1
1324,2
1325,4
1326,0
1327,1
1328,1
1329,6
1330,0
1331,1
1332,0
1333,2
1334,1
1335,2
1336,0
1337,3
1338,1
1339,7
1340,7
1341,4
1342,2
1343,3
1344,5
1345,4
1346,2
1347,3
1348,6
1349,7
1350,2
1351,0
1352,0
1353,6
1354,1
1355,1
1356,4
1357,4
1358,0
1359,6
1360,6
1361,1
1362,3
1363,3
1364,2
1365,3
1366,2
1367,4
1368,5
1369,3
1370,5
1371,2
1372,6
1373,1
1374,3
1375,2
1376,2
1377,4
1378,5
1379,0
1380,6
1381,1
1382,4
1383,6
1384,2
1385,4
1386,6
1387,1
1388,4
1389,4
1390,1
1391,2
1392,4
1393,2
1394,2
1395,2
1396,1
1397,4
1398,4
1399,2
1400,5
1401,4
1402,4
1403,1
1404,5
1405,1
1406,5
1407,2
1408,3
1409,0
1410,7
1411,3
1412,1
1413,0
1414,1
1415,1
1416,1
1417,0
1418,4
1419,5
1420,6
1421,1
1422,4
1423,3
1424,1
1425,1
1426,2
1427,5
1428,4
1429,5
1430,1
1431,2
1432,4
1433,1
1434,7
1435,7
1436,1
1437,5
1438,5
1439,4
1440,2
1441,0
1442,4
1443,6
1444,2
1445,3
1446,6
1447,5
1448,6
1449,5
1450,2
1451,3
1452,1
1453,4
1454,5
1455,2
1456,4
1457,5
1458,1
1459,4
1460,7
1461,5
1462,0
1463,5
1464,0
1465,0
1466,1
1467,1
1468,4
1469,3
1470,2
1471,5
1472,4
1473,1
1474,4
1475,5
1476,2
1477,0
1478,1
1479,3
1480,3
1481,4
1482,4
1483,2
1484,4
1485,1
1486,2
1487,1
1488,2
1489,4
1490,4
1491,2
1492,4
1493,1
1494,6
1495,1
1496,6
1497,6
1498,4
1499,4
1500,1
1501,1
1502,1
1503,6
1504,1
1505,0
1506,4
1507,0
1508,4
1509,1
1510,5
1511,2
1512,3
1513,2
1514,2
1515,7
1516,4
1517,0
1518,2
1519,1
1520,4
1521,0
1522,1
1523,2
1524,1
1525,2
1526,1
1527,2
1528,5
1529,0
1530,7
1531,3
1532,6
1533,4
1534,4
1535,5
1536,0
1537,7
1538,3
1539,0
1540,4
1541,3
1542,1
1543,6
1544,4
1545,1
1546,2
1547,1
1548,3
1549,4
1550,3
1551,2
1552,5
1553,2
1554,3
1555,4
1556,5
1557,4
1558,3
1559,4
1560,5
1561,1
1562,1
1563,6
1564,3
1565,4
1566,5
1567,5
1568,2
1569,0
1570,1
1571,1
1572,5
1573,1
1574,1
1575,4
1576,6
1577,1
1578,3
1579,0
1580,0
1581,3
1582,3
1583,5
1584,6
1585,6
1586,2
1587,5
1588,4
1589,1
1590,3
1591,1
1592,0
1593,5
1594,4
1595,5
1596,0
1597,4
1598,4
1599,0
1600,5
1601,3
1602,5
1603,4
1604,1
1605,2
1606,5
1607,7
1608,4
1609,7
1610,3
1611,6
1612,0
1613,4
1614,1
1615,5
1616,1
1617,6
1618,1
1619,6
1620,6
1621,0
1622,2
1623,3
1624,7
1625,1
1626,5
1627,4
1628,2
1629,2
1630,3
1631,2
1632,5
1633,0
1634,2
1635,0
1636,4
1637,4
1638,0
1639,0
1640,3
1641,3
1642,6
1643,4
1644,2
1645,1
1646,4
1647,5
1648,0
1649,1
1650,6
1651,2
1652,4
1653,7
1654,4
1655,0
1656,4
1657,2
1658,7
1659,2
1660,4
1661,0
1662,5
1663,4
1664,7
1665,0
1666,5
1667,1
1668,1
1669,1
1670,6
1671,2
1672,1
1673,4
1674,4
1675,3
1676,4
1677,2
1678,7
1679,1
1680,2
1681,4
1682,4
1683,6
1684,3
1685,7
1686,3
1687,2
1688,5
1689,5
1690,6
1691,1
1692,4
1693,6
1694,0
1695,5
1696,4
1697,1
1698,1
1699,2
1700,5
1701,4
1702,2
1703,2
1704,6
1705,5
1706,1
1707,3
1708,7
1709,4
1710,5
1711,0
1712,4
1713,6
1714,7
1715,4
1716,2
1717,4
1718,1
1719,2
1720,5
1721,1
1722,2
1723,5
1724,0
1725,0
1726,7
1727,0
1728,4
1729,4
1730,2
1731,0
1732,2
1733,0
1734,1
1735,6
1736,1
1737,2
1738,4
1739,1
1740,4
1741,4
1742,5
1743,0
1744,1
1745,3
1746,3
1747,6
1748,6
1749,7
1750,3
1751,1
1752,1
1753,7
1754,2
1755,5
1756,1
1757,2
1758,2
1759,5
1760,6
1761,3
1762,4
1763,3
1764,1
1765,5
1766,2
1767,4
1768,3
1769,5
1770,1
1771,5
1772,7
1773,1
1774,4
1775,2
1776,5
1777,2
1778,3
1779,5
1780,5
1781,2
1782,1
1783,1
1784,2
1785,3
1786,5
1787,5
1788,1
1789,2
1790,3
1791,0
1792,6
1793,2
1794,5
1795,1
1796,2
1797,6
1798,0
1799,4
1800,3
1801,1
1802,7
1803,2
1804,4
1805,6
1806,1
1807,0
1808,0
1809,4
1810,3
1811,1
1812,4
1813,2
1814,0
1815,6
1816,3
1817,3
1818,2
1819,2
1820,7
1821,1
1822,4
1823,3
1824,4
1825,1
1826,4
1827,5
1828,0
1829,1
1830,4
1831,7
1832,1
1833,0
1834,5
1835,7
1836,2
1837,1
1838,1
1839,0
1840,6
1841,0
1842,2
1843,1
1844,4
1845,1
1846,4
1847,4
1848,7
1849,1
1850,4
1851,4
1852,6
1853,2
1854,1
1855,4
1856,4
1857,4
1858,6
1859,6
1860,4
1861,1
1862,0
1863,5
1864,2
1865,2
1866,1
1867,0
1868,2
1869,4
1870,6
1871,0
1872,4
1873,1
1874,0
1875,4
1876,1
1877,0
1878,4
1879,1
1880,0
1881,2
1882,5
1883,2
1884,0
1885,1
1886,4
1887,4
1888,2
1889,5
1890,2
1891,7
1892,2
1893,2
1894,1
1895,1
1896,1
1897,0
1898,4
1899,6
1900,5
1901,0
1902,3
1903,1
1904,6
1905,4
1906,5
1907,5
1908,4
1909,1
1910,4
1911,7
1912,6
1913,3
1914,6
1915,0
1916,0
1917,1
1918,0
1919,5
1920,2
1921,4
1922,3
1923,5
1924,4
1925,0
1926,1
1927,4
1928,6
1929,4
1930,6
1931,4
1932,1
1933,0
1934,5
1935,5
1936,1
1937,0
1938,0
1939,1
1940,4
1941,4
1942,4
1943,5
1944,4
1945,4
1946,1
1947,1
1948,1
1949,2
1950,5
1951,1
1952,0
1953,4
1954,2
1955,6
1956,6
1957,4
1958,0
1959,0
1960,1
1961,2
1962,3
1963,1
1964,2
1965,5
1966,0
1967,2
1968,2
1969,2
1970,1
1971,4
1972,2
1973,4
1974,1
1975,2
1976,3
1977,1
1978,1
1979,5
1980,6
1981,5
1982,4
1983,5
1984,1
1985,5
1986,4
1987,1
1988,1
1989,1
1990,4
1991,0
1992,2
1993,3
1994,0
1995,0
1996,2
1997,1
1998,1
1999,0
2000,2
2001,0
2002,3
2003,7
2004,2
2005,2
2006,2
